level_0,Action,Documentary,Adventure,Comedy,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Animation,Language,combined_features,title,id,popularity,keywords,index
148383,,,,,,,,,,Music,,,,,,,,,Foreign,         Music         Foreign small town sacrifice children gang human sacrifice paganism evil preacher preacher religious cult killer child folk horror cornfield ,Children of the Corn,10823,34.718,small town sacrifice children gang human sacrifice paganism evil preacher preacher religious cult killer child folk horror cornfield ,2042
148384,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign new york city bachelor mermaid cape cod produce seller ,Splash,2619,16.2,new york city bachelor mermaid cape cod produce seller ,2043
148406,,,,,Drama,,,,,,,Romance,,,,,,,English,    Drama       Romance       English saving the world human vs nature fungus spores    future airplane post-apocalyptic future giant insect toxic based on manga ecology duringcreditsstinger anime ,Nausicaä of the Valley of the Wind,81,28.202,saving the world human vs nature fungus spores    future airplane post-apocalyptic future giant insect toxic based on manga ecology duringcreditsstinger anime ,2044
148488,,Documentary,,,,,,History,,,,,,,,,,,English, Documentary      History           English trainer recruit shenanigan police academy ,Police Academy,9336,30.374,trainer recruit shenanigan police academy ,2045
148546,Action,,,,,,,,Horror,,,,,,,,,,English,Action        Horror          English england baby civilization shipwreck tarzan stranded monkey ,"Greystoke: The Legend of Tarzan, Lord of the Apes",11002,16.999,england baby civilization shipwreck tarzan stranded monkey ,2046
148547,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign riddle treasure hero map alligator crocodile airplane smuggling (contraband) treasure hunt betrayal marijuana jungle author central america drug lord south america double cross archaeologist novelist jewel opposites attract archeology ,Romancing the Stone,9326,18.336,riddle treasure hero map alligator crocodile airplane smuggling (contraband) treasure hunt betrayal marijuana jungle author central america drug lord south america double cross archaeologist novelist jewel opposites attract archeology ,2047
148614,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign bricklayer ,El día de los albañiles,391331,12.389,bricklayer ,2048
148631,,Documentary,,,,,,History,,,,,,,,,,,Foreign, Documentary      History           Foreign based on novel or book wolf mythology magic horse fairy tale child hero bully school anthropomorphism creature reading book store fantasy world giant gnome quest 1980s child protagonist father son relationship based on young adult novel magical necklace scary ,The NeverEnding Story,34584,56.904,based on novel or book wolf mythology magic horse fairy tale child hero bully school anthropomorphism creature reading book store fantasy world giant gnome quest 1980s child protagonist father son relationship based on young adult novel magical necklace scary ,2049
148644,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign river cheerleader college university raft drinking race military school white water rafting rapids ,Up the Creek,28692,9.163,river cheerleader college university raft drinking race military school white water rafting rapids ,2050
148702,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English new jersey lake sadism psychopath resurrection horror woods slaughter morgue serial killer slasher series of murders hitchhike supernatural horror ,Friday the 13th: The Final Chapter,9730,50.551,new jersey lake sadism psychopath resurrection horror woods slaughter morgue serial killer slasher series of murders hitchhike supernatural horror ,2051
148703,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English world war ii homefront riveter arms industry 1940s ,Swing Shift,18446,9.94,world war ii homefront riveter arms industry 1940s ,2052
148704,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English language barrier cold glacier arctic polar circle region prehistoric anthropology cavemen anthropologist frozen alive discovery neanderthal biosphere ,Iceman,24749,9.802,language barrier cold glacier arctic polar circle region prehistoric anthropology cavemen anthropologist frozen alive discovery neanderthal biosphere ,2053
148748,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign animal attack wild boar australia cult film australian outback animal horror ,Razorback,26178,12.503,animal attack wild boar australia cult film australian outback animal horror ,2054
148833,,,,,,,,,,,,,,,,,,Animation,English,                 Animation English corruption mayor anti hero sadism superhero toxic person on fire workout health club rabid anger disfigured face superhero spoof strong man car run over shock humor ,The Toxic Avenger,15239,12.529,corruption mayor anti hero sadism superhero toxic person on fire workout health club rabid anger disfigured face superhero spoof strong man car run over shock humor ,2055
148855,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English birthday nerd high school crush teenage crush convertible exchange student night vision goggles ,Sixteen Candles,15144,17.935,birthday nerd high school crush teenage crush convertible exchange student night vision goggles ,2056
148856,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign sea exotic island mutiny lake sailing pregnancy ship tahiti based on true story murder great barrier reef sailor native peoples 18th century storm at sea whipping british sailor fiji ,The Bounty,2669,13.189,sea exotic island mutiny lake sailing pregnancy ship tahiti based on true story murder great barrier reef sailor native peoples 18th century storm at sea whipping british sailor fiji ,2057
148859,Action,,,Comedy,,,,,,,,,,,,,,,Foreign,Action   Comedy               Foreign rock star groupie parody mockumentary cult film aftercreditsstinger duringcreditsstinger amplifier ,This Is Spinal Tap,11031,12.32,rock star groupie parody mockumentary cult film aftercreditsstinger duringcreditsstinger amplifier ,2058
148893,,,,Comedy,Drama,,,,,,,Romance,,,,,,,English,   Comedy Drama       Romance       English prison corruption jungle ,Women in Fury,39456,12.736,prison corruption jungle ,2059
148905,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English corruption baseball attempted murder talent child prodigy sports femme fatale redemption lightning bolt ,The Natural,11393,12.33,corruption baseball attempted murder talent child prodigy sports femme fatale redemption lightning bolt ,2060
148906,,,,,,,,,,,,,,,,,,,English,                  English fire telepathy intelligence college ,Firestarter,11495,18.052,fire telepathy intelligence college ,2061
148924,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign future post-apocalyptic future dystopia mass extinction gender roles criogenes ,Sexmission,19673,13.989,future post-apocalyptic future dystopia mass extinction gender roles criogenes ,2062
148941,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign new york city bet horse race florida hungary card game american dream immigrant cleveland friendship road movie ,Stranger Than Paradise,469,10.312,new york city bet horse race florida hungary card game american dream immigrant cleveland friendship road movie ,2063
148965,,,,,,,,,,,,,,,,,,,English,"                  English sibling relationship regret texas peep show van mute redemption los angeles, california on the road desert family new german cinema ","Paris, Texas",655,20.174,"sibling relationship regret texas peep show van mute redemption los angeles, california on the road desert family new german cinema ",2064
148972,,,,,,,,,Horror,,,,,,,,,,English,        Horror          English new york city life and death corruption street gang rape sadistic lovesickness sexual abuse regret prohibition era money laundering opium gangster mafia boss murder memory torture brooklyn bridge childhood friends 1920s 1960s 1930s ,Once Upon a Time in America,311,34.767,new york city life and death corruption street gang rape sadistic lovesickness sexual abuse regret prohibition era money laundering opium gangster mafia boss murder memory torture brooklyn bridge childhood friends 1920s 1960s 1930s ,2065
148992,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign riddle treasure wind elephant heart crocodile bridge skeleton treasure hunt mystery torture india monkey archaeologist conveyor belt child driving car mine car rope bridge splits adventurer archeology 1930s ,Indiana Jones and the Temple of Doom,87,35.49,riddle treasure wind elephant heart crocodile bridge skeleton treasure hunt mystery torture india monkey archaeologist conveyor belt child driving car mine car rope bridge splits adventurer archeology 1930s ,2066
149056,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign kidnapping mercenary fan rescue singer motorcycle motorcycle gang neo-noir biker gangs ,Streets of Fire,14746,13.925,kidnapping mercenary fan rescue singer motorcycle motorcycle gang neo-noir biker gangs ,2067
149057,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English genesis starship spacecraft teleportation friendship resurrection destruction of planet space opera alien friendship father son relationship mating ritual outer space ,Star Trek III: The Search for Spock,157,10.559,genesis starship spacecraft teleportation friendship resurrection destruction of planet space opera alien friendship father son relationship mating ritual outer space ,2068
149167,,,,Comedy,Drama,,,,,,,,,,,,,,English,   Comedy Drama              English holiday monster small town department store bars and restaurants human animal relationship pet sunlight chain saw salesperson midnight fur banking puppet gremlin ymca puppetry christmas ,Gremlins,927,26.724,holiday monster small town department store bars and restaurants human animal relationship pet sunlight chain saw salesperson midnight fur banking puppet gremlin ymca puppetry christmas ,2069
149177,,,,Comedy,,,,,,,,,,,,,,,English,   Comedy               English spy rock 'n' roll bookshop beach prisoner liberation of prisoners airplane parachute surfing autoradio ballet spoof anarchic comedy ,Top Secret!,8764,15.467,spy rock 'n' roll bookshop beach prisoner liberation of prisoners airplane parachute surfing autoradio ballet spoof anarchic comedy ,2070
149184,,,,,,,,,,,,,,,,,,,English,                  English new york city library mythology loser slime nerd supernatural environmental protection agency hybrid possession haunting gate keeper giant monster paranormal phenomena horror spoof paranormal investigation urban setting super power receptionist world trade center ghost duringcreditsstinger shared universe ,Ghostbusters,620,50.49,new york city library mythology loser slime nerd supernatural environmental protection agency hybrid possession haunting gate keeper giant monster paranormal phenomena horror spoof paranormal investigation urban setting super power receptionist world trade center ghost duringcreditsstinger shared universe ,2071
149281,,Documentary,,,,,,History,,,,,,TV Movie,,,,,Foreign, Documentary      History      TV Movie     Foreign musical ,Rhinestone,16551,12.76,musical ,2072
149282,,,,Comedy,Drama,,,,Horror,,,,,,,,,,English,"   Comedy Drama    Horror          English martial arts flat taskmaster cheerleader karate sports high school teen movie los angeles, california martial arts tournament mentor protégé relationship ",The Karate Kid,1885,35.971,"martial arts flat taskmaster cheerleader karate sports high school teen movie los angeles, california martial arts tournament mentor protégé relationship ",2073
149314,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,   Comedy Drama              Foreign new york city career musical pig puppet puppetry ,The Muppets Take Manhattan,11899,11.143,new york city career musical pig puppet puppetry ,2074
